"province","affiliation","amphor","n"
"นครราชสีมา","สพป.นครราชสีมา เขต 5","พระทองคำ",24
"นครราชสีมา","สพป.นครราชสีมา เขต 5","เทพารักษ์",23
"นครราชสีมา","สพป.นครราชสีมา เขต 5","โนนไทย",52
"นครราชสีมา","สพป.นครราชสีมา เขต 6","คง",72
"นครราชสีมา","สพป.นครราชสีมา เขต 6","บัวลาย",19
"นครราชสีมา","สพป.นครราชสีมา เขต 6","บัวใหญ่",63
"นครราชสีมา","สพป.นครราชสีมา เขต 6","บ้านเหลื่อม",23
"นครราชสีมา","สพป.นครราชสีมา เขต 6","สีดา",16
"นครราชสีมา","สพป.นครราชสีมา เขต 6","แก้งสนามนาง",30
"นครราชสีมา","สพป.นครราชสีมา เขต 7","ชุมพวง",62
"นครราชสีมา","สพป.นครราชสีมา เขต 7","ประทาย",75
"นครราชสีมา","สพป.นครราชสีมา เขต 7","พิมาย",70
"นครราชสีมา","สพป.นครราชสีมา เขต 7","ลำทะเมนชัย",28
"นครราชสีมา","สพป.นครราชสีมา เขต 7","เมืองยาง",20
"นครราชสีมา","สพป.นครราชสีมา เขต 7","โนนแดง",30
"นครราชสีมา","สพม.นครราชสีมา","ขามทะเลสอ",4
"นครราชสีมา","สพม.นครราชสีมา","ขามสะแกแสง",2
"นครราชสีมา","สพม.นครราชสีมา","คง",4
"นครราชสีมา","สพม.นครราชสีมา","ครบุรี",2
"นครราชสีมา","สพม.นครราชสีมา","ชุมพวง",2
"นครราชสีมา","สพม.นครราชสีมา","ด่านขุนทด",6
"นครราชสีมา","สพม.นครราชสีมา","บัวใหญ่",2
"นครราชสีมา","สพม.นครราชสีมา","ประทาย",2
"นครราชสีมา","สพม.นครราชสีมา","ปักธงชัย",4
"นครราชสีมา","สพม.นครราชสีมา","ปากช่อง",2
"นครราชสีมา","สพม.นครราชสีมา","พระทองคำ",2
"นครราชสีมา","สพม.นครราชสีมา","พิมาย",6
"นครราชสีมา","สพม.นครราชสีมา","ลำทะเมนชัย",2
"นครราชสีมา","สพม.นครราชสีมา","สีคิ้ว",4
"นครราชสีมา","สพม.นครราชสีมา","สีดา",2
"นครราชสีมา","สพม.นครราชสีมา","ห้วยแถลง",6
"นครราชสีมา","สพม.นครราชสีมา","เฉลิมพระเกียรติ",2
"นครราชสีมา","สพม.นครราชสีมา","เมืองนครราชสีมา",24
"นครราชสีมา","สพม.นครราชสีมา","เสิงสาง",4
"นครราชสีมา","สพม.นครราชสีมา","แก้งสนามนาง",4
"นครราชสีมา","สพม.นครราชสีมา","โชคชัย",2
"นครราชสีมา","สพม.นครราชสีมา","โนนสูง",4
"นครราชสีมา","สพม.นครราชสีมา","โนนแดง",4
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 1","พระพรหม",21
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 1","ลานสกา",26
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 1","เฉลิมพระเกียรติ",15
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 1","เมืองนครศรีธรรมราช",68
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 2","ฉวาง",38
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 2","ช้างกลาง",23
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 2","ถ้ำพรรณรา",15
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 2","ทุ่งสง",61
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 2","ทุ่งใหญ่",48
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 2","นาบอน",16
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 2","บางขัน",22
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 2","พิปูน",18
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 3","จุฬาภรณ์",21
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 3","ชะอวด",65
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 3","ปากพนัง",63
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 3","ร่อนพิบูลย์",51
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 3","หัวไทร",40
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 3","เชียรใหญ่",37
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 4","ขนอม",21
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 4","ท่าศาลา",53
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 4","นบพิตำ",15
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 4","พรหมคีรี",26
"นครศรีธรรมราช","สพป.นครศรีธรรมราช เขต 4","สิชล",51
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ขนอม",4
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","จุฬาภรณ์",2
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ฉวาง",4
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ชะอวด",10
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ช้างกลาง",2
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ถ้ำพรรณรา",2
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ทุ่งสง",12
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ทุ่งใหญ่",8
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ท่าศาลา",8
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","นบพิตำ",4
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","นาบอน",2
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","บางขัน",4
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ปากพนัง",8
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","พรหมคีรี",4
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","พระพรหม",9
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","พิปูน",4
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ร่อนพิบูลย์",14
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","ลานสกา",5
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","สิชล",8
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","หัวไทร",12
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","เฉลิมพระเกียรติ",2
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","เชียรใหญ่",7
"นครศรีธรรมราช","สพม.นครศรีธรรมราช","เมืองนครศรีธรรมราช",18
"นครสวรรค์","สพป.นครสวรรค์ เขต 1","ชุมแสง",33
"นครสวรรค์","สพป.นครสวรรค์ เขต 1","พยุหะคีรี",36
"นครสวรรค์","สพป.นครสวรรค์ เขต 1","เก้าเลี้ยว",14
"นครสวรรค์","สพป.นครสวรรค์ เขต 1","เมืองนครสวรรค์",56
"นครสวรรค์","สพป.นครสวรรค์ เขต 1","โกรกพระ",25
"นครสวรรค์","สพป.นครสวรรค์ เขต 2","บรรพตพิสัย",56
"นครสวรรค์","สพป.นครสวรรค์ เขต 2","ลาดยาว",62
"นครสวรรค์","สพป.นครสวรรค์ เขต 2","แม่วงก์",41
"นครสวรรค์","สพป.นครสวรรค์ เขต 3","ตากฟ้า",23
"นครสวรรค์","สพป.นครสวรรค์ เขต 3","ตาคลี",50
"นครสวรรค์","สพป.นครสวรรค์ เขต 3","ท่าตะโก",39
"นครสวรรค์","สพป.นครสวรรค์ เขต 3","หนองบัว",49
"นครสวรรค์","สพป.นครสวรรค์ เขต 3","ไพศาลี",43
"นครสวรรค์","สพม.นครสวรรค์","ชุมแสง",4
"นครสวรรค์","สพม.นครสวรรค์","ตากฟ้า",6
"นครสวรรค์","สพม.นครสวรรค์","ตาคลี",14
"นครสวรรค์","สพม.นครสวรรค์","ท่าตะโก",4
"นครสวรรค์","สพม.นครสวรรค์","บรรพตพิสัย",6
"นครสวรรค์","สพม.นครสวรรค์","พยุหะคีรี",6
"นครสวรรค์","สพม.นครสวรรค์","ลาดยาว",6
"นครสวรรค์","สพม.นครสวรรค์","หนองบัว",4
"นครสวรรค์","สพม.นครสวรรค์","เก้าเลี้ยว",4
"นครสวรรค์","สพม.นครสวรรค์","เมืองนครสวรรค์",10
"นครสวรรค์","สพม.นครสวรรค์","แม่วงก์",2
"นครสวรรค์","สพม.นครสวรรค์","โกรกพระ",2
"นครสวรรค์","สพม.นครสวรรค์","ไพศาลี",6
"นนทบุรี","สพป.นนทบุรี เขต 1","บางกรวย",5
"นนทบุรี","สพป.นนทบุรี เขต 1","เมืองนนทบุรี",16
"นนทบุรี","สพป.นนทบุรี เขต 2","บางบัวทอง",15
"นนทบุรี","สพป.นนทบุรี เขต 2","บางใหญ่",3
"นนทบุรี","สพป.นนทบุรี เขต 2","ปากเกร็ด",16
"นนทบุรี","สพป.นนทบุรี เขต 2","ไทรน้อย",14
"นนทบุรี","สพม.นนทบุรี","บางกรวย",4
"นนทบุรี","สพม.นนทบุรี","บางบัวทอง",2
"นนทบุรี","สพม.นนทบุรี","บางใหญ่",2
"นนทบุรี","สพม.นนทบุรี","ปากเกร็ด",8
"นนทบุรี","สพม.นนทบุรี","เมืองนนทบุรี",12
"นนทบุรี","สพม.นนทบุรี","ไทรน้อย",6
"นราธิวาส","สพป.นราธิวาส เขต 1","บาเจาะ",30
"นราธิวาส","สพป.นราธิวาส เขต 1","ยี่งอ",21
"นราธิวาส","สพป.นราธิวาส เขต 1","รือเสาะ",47
"นราธิวาส","สพป.นราธิวาส เขต 1","ศรีสาคร",20
"นราธิวาส","สพป.นราธิวาส เขต 1","เมืองนราธิวาส",41
"นราธิวาส","สพป.นราธิวาส เขต 2","ตากใบ",35
"นราธิวาส","สพป.นราธิวาส เขต 2","สุคิริน",21
"นราธิวาส","สพป.นราธิวาส เขต 2","สุไหงปาดี",35
"นราธิวาส","สพป.นราธิวาส เขต 2","สุไหงโก-ลก",18
"นราธิวาส","สพป.นราธิวาส เขต 2","แว้ง",30
"นราธิวาส","สพป.นราธิวาส เขต 3","จะแนะ",23
"นราธิวาส","สพป.นราธิวาส เขต 3","ระแงะ",48
"นราธิวาส","สพป.นราธิวาส เขต 3","เจาะไอร้อง",25
"นราธิวาส","สพม.นราธิวาส","จะแนะ",4
"นราธิวาส","สพม.นราธิวาส","ตากใบ",2
"นราธิวาส","สพม.นราธิวาส","บาเจาะ",4
"นราธิวาส","สพม.นราธิวาส","ยี่งอ",4
"นราธิวาส","สพม.นราธิวาส","ระแงะ",2
"นราธิวาส","สพม.นราธิวาส","รือเสาะ",2
"นราธิวาส","สพม.นราธิวาส","ศรีสาคร",2
"นราธิวาส","สพม.นราธิวาส","สุคิริน",2
"นราธิวาส","สพม.นราธิวาส","สุไหงปาดี",4
"นราธิวาส","สพม.นราธิวาส","สุไหงโก-ลก",4
"นราธิวาส","สพม.นราธิวาส","เจาะไอร้อง",4
"นราธิวาส","สพม.นราธิวาส","เมืองนราธิวาส",4
"นราธิวาส","สพม.นราธิวาส","แว้ง",2
"น่าน","สพป.น่าน เขต 1","นาน้อย",34
"น่าน","สพป.น่าน เขต 1","นาหมื่น",15
"น่าน","สพป.น่าน เขต 1","บ้านหลวง",9
"น่าน","สพป.น่าน เขต 1","ภูเพียง",19
"น่าน","สพป.น่าน เขต 1","สันติสุข",15
"น่าน","สพป.น่าน เขต 1","เมืองน่าน",55
"น่าน","สพป.น่าน เขต 1","เวียงสา",60
"น่าน","สพป.น่าน เขต 1","แม่จริม",20
"น่าน","สพป.น่าน เขต 2","ทุ่งช้าง",15
"น่าน","สพป.น่าน เขต 2","ท่าวังผา",40
"น่าน","สพป.น่าน เขต 2","บ่อเกลือ",20
"น่าน","สพป.น่าน เขต 2","ปัว",46
"น่าน","สพป.น่าน เขต 2","สองแคว",15
"น่าน","สพป.น่าน เขต 2","เฉลิมพระเกียรติ",16
"น่าน","สพป.น่าน เขต 2","เชียงกลาง",26
"น่าน","สพม.น่าน","ทุ่งช้าง",2
"น่าน","สพม.น่าน","ท่าวังผา",10
"น่าน","สพม.น่าน","นาน้อย",4
"น่าน","สพม.น่าน","นาหมื่น",4
"น่าน","สพม.น่าน","บ่อเกลือ",2
"น่าน","สพม.น่าน","บ้านหลวง",2
"น่าน","สพม.น่าน","ปัว",8
"น่าน","สพม.น่าน","ภูเพียง",6
"น่าน","สพม.น่าน","สันติสุข",2
"น่าน","สพม.น่าน","เฉลิมพระเกียรติ",2
"น่าน","สพม.น่าน","เชียงกลาง",2
"น่าน","สพม.น่าน","เมืองน่าน",9
"น่าน","สพม.น่าน","เวียงสา",6
"น่าน","สพม.น่าน","แม่จริม",2
"บึงกาฬ","สพป.บึงกาฬ","บึงโขงหลง",22
"บึงกาฬ","สพป.บึงกาฬ","บุ่งคล้า",9
"บึงกาฬ","สพป.บึงกาฬ","ปากคาด",21
"บึงกาฬ","สพป.บึงกาฬ","พรเจริญ",31
"บึงกาฬ","สพป.บึงกาฬ","ศรีวิไล",17
"บึงกาฬ","สพป.บึงกาฬ","เซกา",52
"บึงกาฬ","สพป.บึงกาฬ","โซ่พิสัย",47
"บึงกาฬ","สพม.บึงกาฬ","บึงโขงหลง",6
"บึงกาฬ","สพม.บึงกาฬ","บุ่งคล้า",2
"บึงกาฬ","สพม.บึงกาฬ","ปากคาด",6
"บึงกาฬ","สพม.บึงกาฬ","พรเจริญ",8
"บึงกาฬ","สพม.บึงกาฬ","ศรีวิไล",4
"บึงกาฬ","สพม.บึงกาฬ","เซกา",12
"บึงกาฬ","สพม.บึงกาฬ","โซ่พิสัย",10
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 1","ชำนิ",25
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 1","บ้านด่าน",25
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 1","ลำปลายมาศ",81
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 1","เมืองบุรีรัมย์",130
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 2","กระสัง",79
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 2","บ้านกรวด",65
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 2","ประโคนชัย",108
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 2","พลับพลาชัย",35
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 2","ห้วยราช",24
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 3","นางรอง",66
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 3","ปะคำ",32
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 3","ละหานทราย",46
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 3","หนองกี่",54
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 3","หนองหงส์",48
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 3","เฉลิมพระเกียรติ",20
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 3","โนนดินแดง",14
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 3","โนนสุวรรณ",14
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 4","คูเมือง",59
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 4","นาโพธิ์",23
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 4","บ้านใหม่ไชยพจน์",21
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 4","พุทไธสง",28
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 4","สตึก",78
"บุรีรัมย์","สพป.บุรีรัมย์ เขต 4","แคนดง",24
"บุรีรัมย์","สพม.บุรีรัมย์","กระสัง",8
"บุรีรัมย์","สพม.บุรีรัมย์","คูเมือง",6
"บุรีรัมย์","สพม.บุรีรัมย์","ชำนิ",2
"บุรีรัมย์","สพม.บุรีรัมย์","นางรอง",16
"บุรีรัมย์","สพม.บุรีรัมย์","นาโพธิ์",6
"บุรีรัมย์","สพม.บุรีรัมย์","บ้านกรวด",4
"บุรีรัมย์","สพม.บุรีรัมย์","บ้านด่าน",2
"บุรีรัมย์","สพม.บุรีรัมย์","บ้านใหม่ไชยพจน์",4
"บุรีรัมย์","สพม.บุรีรัมย์","ประโคนชัย",12
"บุรีรัมย์","สพม.บุรีรัมย์","ปะคำ",4
"บุรีรัมย์","สพม.บุรีรัมย์","พลับพลาชัย",2
"บุรีรัมย์","สพม.บุรีรัมย์","พุทไธสง",2
"บุรีรัมย์","สพม.บุรีรัมย์","ละหานทราย",10
"บุรีรัมย์","สพม.บุรีรัมย์","ลำปลายมาศ",14
"บุรีรัมย์","สพม.บุรีรัมย์","สตึก",12
"บุรีรัมย์","สพม.บุรีรัมย์","หนองกี่",5
"บุรีรัมย์","สพม.บุรีรัมย์","หนองหงส์",4
"บุรีรัมย์","สพม.บุรีรัมย์","ห้วยราช",2
"บุรีรัมย์","สพม.บุรีรัมย์","เฉลิมพระเกียรติ",2
"บุรีรัมย์","สพม.บุรีรัมย์","เมืองบุรีรัมย์",20
"บุรีรัมย์","สพม.บุรีรัมย์","แคนดง",4
"บุรีรัมย์","สพม.บุรีรัมย์","โนนดินแดง",2
"บุรีรัมย์","สพม.บุรีรัมย์","โนนสุวรรณ",4
"ปทุมธานี","สพป.ปทุมธานี เขต 1","คลองหลวง",34
"ปทุมธานี","สพป.ปทุมธานี เขต 1","ลาดหลุมแก้ว",26
"ปทุมธานี","สพป.ปทุมธานี เขต 1","สามโคก",26
"ปทุมธานี","สพป.ปทุมธานี เขต 1","เมืองปทุมธานี",30
"ปทุมธานี","สพป.ปทุมธานี เขต 2","ธัญบุรี",22
"ปทุมธานี","สพป.ปทุมธานี เขต 2","ลำลูกกา",40
"ปทุมธานี","สพป.ปทุมธานี เขต 2","หนองเสือ",29
"ปทุมธานี","สพม.ปทุมธานี","คลองหลวง",6
"ปทุมธานี","สพม.ปทุมธานี","ธัญบุรี",2
"ปทุมธานี","สพม.ปทุมธานี","ลาดหลุมแก้ว",9
"ปทุมธานี","สพม.ปทุมธานี","ลำลูกกา",8
"ปทุมธานี","สพม.ปทุมธานี","หนองเสือ",2
"ปทุมธานี","สพม.ปทุมธานี","เมืองปทุมธานี",4
"ประจวบคีรีขันธ์","สพป.ประจวบคีรีขันธ์ เขต 1","ทับสะแก",30
"ประจวบคีรีขันธ์","สพป.ประจวบคีรีขันธ์ เขต 1","บางสะพาน",54
"ประจวบคีรีขันธ์","สพป.ประจวบคีรีขันธ์ เขต 1","บางสะพานน้อย",31
"ประจวบคีรีขันธ์","สพป.ประจวบคีรีขันธ์ เขต 1","เมืองประจวบคีรีขันธ์",40
"ประจวบคีรีขันธ์","สพป.ประจวบคีรีขันธ์ เขต 2","กุยบุรี",27
"ประจวบคีรีขันธ์","สพป.ประจวบคีรีขันธ์ เขต 2","ปราณบุรี",13
"ประจวบคีรีขันธ์","สพป.ประจวบคีรีขันธ์ เขต 2","สามร้อยยอด",32
"ประจวบคีรีขันธ์","สพป.ประจวบคีรีขันธ์ เขต 2","หัวหิน",32
"ประจวบคีรีขันธ์","สพม.ประจวบคีรีขันธ์","กุยบุรี",4
"ประจวบคีรีขันธ์","สพม.ประจวบคีรีขันธ์","ทับสะแก",6
"ประจวบคีรีขันธ์","สพม.ประจวบคีรีขันธ์","บางสะพาน",7
"ประจวบคีรีขันธ์","สพม.ประจวบคีรีขันธ์","บางสะพานน้อย",2
"ประจวบคีรีขันธ์","สพม.ประจวบคีรีขันธ์","ปราณบุรี",4
"ประจวบคีรีขันธ์","สพม.ประจวบคีรีขันธ์","สามร้อยยอด",2
"ประจวบคีรีขันธ์","สพม.ประจวบคีรีขันธ์","หัวหิน",8
"ประจวบคีรีขันธ์","สพม.ประจวบคีรีขันธ์","เมืองประจวบคีรีขันธ์",8
"ปราจีนบุรี","สพป.ปราจีนบุรี เขต 1","บ้านสร้าง",19
"ปราจีนบุรี","สพป.ปราจีนบุรี เขต 1","ประจันตคาม",38
"ปราจีนบุรี","สพป.ปราจีนบุรี เขต 1","ศรีมหาโพธิ",39
"ปราจีนบุรี","สพป.ปราจีนบุรี เขต 1","ศรีมโหสถ",12
"ปราจีนบุรี","สพป.ปราจีนบุรี เขต 1","เมืองปราจีนบุรี",33
"ปราจีนบุรี","สพป.ปราจีนบุรี เขต 2","กบินทร์บุรี",107
"ปราจีนบุรี","สพป.ปราจีนบุรี เขต 2","นาดี",38
"ปราจีนบุรี","สพม.ปราจีนบุรีนครนายก","กบินทร์บุรี",12
"ปราจีนบุรี","สพม.ปราจีนบุรีนครนายก","นาดี",4
"ปราจีนบุรี","สพม.ปราจีนบุรีนครนายก","บ้านสร้าง",4
"ปราจีนบุรี","สพม.ปราจีนบุรีนครนายก","ประจันตคาม",6
"ปราจีนบุรี","สพม.ปราจีนบุรีนครนายก","ศรีมหาโพธิ",4
"ปราจีนบุรี","สพม.ปราจีนบุรีนครนายก","ศรีมโหสถ",2
"ปราจีนบุรี","สพม.ปราจีนบุรีนครนายก","เมืองปราจีนบุรี",4
"ปัตตานี","สพป.ปัตตานี เขต 1","ปะนาเระ",33
"ปัตตานี","สพป.ปัตตานี เขต 1","ยะหริ่ง",49
"ปัตตานี","สพป.ปัตตานี เขต 1","หนองจิก",50
"ปัตตานี","สพป.ปัตตานี เขต 1","เมืองปัตตานี",30
"ปัตตานี","สพป.ปัตตานี เขต 2","มายอ",31
"ปัตตานี","สพป.ปัตตานี เขต 2","ยะรัง",41
"ปัตตานี","สพป.ปัตตานี เขต 2","แม่ลาน",13
"ปัตตานี","สพป.ปัตตานี เขต 2","โคกโพธิ์",45
"ปัตตานี","สพป.ปัตตานี เขต 3","กะพ้อ",11
"ปัตตานี","สพป.ปัตตานี เขต 3","ทุ่งยางแดง",11
"ปัตตานี","สพป.ปัตตานี เขต 3","สายบุรี",36
"ปัตตานี","สพป.ปัตตานี เขต 3","ไม้แก่น",12
"ปัตตานี","สพม.ปัตตานี","กะพ้อ",2
"ปัตตานี","สพม.ปัตตานี","ทุ่งยางแดง",4
"ปัตตานี","สพม.ปัตตานี","ปะนาเระ",4
"ปัตตานี","สพม.ปัตตานี","ยะรัง",6
"ปัตตานี","สพม.ปัตตานี","ยะหริ่ง",2
"ปัตตานี","สพม.ปัตตานี","หนองจิก",4
"ปัตตานี","สพม.ปัตตานี","เมืองปัตตานี",4
"ปัตตานี","สพม.ปัตตานี","แม่ลาน",2
"ปัตตานี","สพม.ปัตตานี","โคกโพธิ์",4
"ปัตตานี","สพม.ปัตตานี","ไม้แก่น",4
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","ท่าเรือ",19
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","นครหลวง",17
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","บางปะหัน",30
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","บ้านแพรก",6
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","พระนครศรีอยุธยา",30
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","ภาชี",12
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","มหาราช",16
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","วังน้อย",42
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 1","อุทัย",28
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 2","บางซ้าย",19
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 2","บางบาล",23
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 2","บางปะอิน",33
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 2","บางไทร",22
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 2","ผักไห่",21
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 2","ลาดบัวหลวง",35
"พระนครศรีอยุธยา","สพป.พระนครศรีอยุธยา เขต 2","เสนา",29
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","ท่าเรือ",2
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","นครหลวง",2
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","บางซ้าย",2
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","บางบาล",2
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","บางปะหัน",4
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","บางปะอิน",4
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","บางไทร",2
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","บ้านแพรก",4
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","ผักไห่",4
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","พระนครศรีอยุธยา",8
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","ลาดบัวหลวง",2
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","วังน้อย",2
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","อุทัย",4
"พระนครศรีอยุธยา","สพม.พระนครศรีอยุธยา","เสนา",4
"พะเยา","สพป.พะเยา เขต 1","ดอกคำใต้",32
"พะเยา","สพป.พะเยา เขต 1","ภูกามยาว",12
"พะเยา","สพป.พะเยา เขต 1","เมืองพะเยา",34
"พะเยา","สพป.พะเยา เขต 1","แม่ใจ",24
"พะเยา","สพป.พะเยา เขต 2","จุน",30
"พะเยา","สพป.พะเยา เขต 2","ปง",46
"พะเยา","สพป.พะเยา เขต 2","ภูซาง",22
"พะเยา","สพป.พะเยา เขต 2","เชียงคำ",41
"พะเยา","สพป.พะเยา เขต 2","เชียงม่วน",18
"พะเยา","สพม.พะเยา","จุน",4
"พะเยา","สพม.พะเยา","ดอกคำใต้",8
"พะเยา","สพม.พะเยา","ปง",4
"พะเยา","สพม.พะเยา","ภูกามยาว",2
"พะเยา","สพม.พะเยา","ภูซาง",2
"พะเยา","สพม.พะเยา","เชียงคำ",2
"พะเยา","สพม.พะเยา","เชียงม่วน",2
"พะเยา","สพม.พะเยา","เมืองพะเยา",6
"พะเยา","สพม.พะเยา","แม่ใจ",2
"พังงา","สพป.พังงา","กะปง",12
"พังงา","สพป.พังงา","คุระบุรี",25
"พังงา","สพป.พังงา","ตะกั่วทุ่ง",33
"พังงา","สพป.พังงา","ตะกั่วป่า",18
"พังงา","สพป.พังงา","ทับปุด",18
"พังงา","สพป.พังงา","ท้ายเหมือง",33
"พังงา","สพป.พังงา","เกาะยาว",18
"พังงา","สพป.พังงา","เมืองพังงา",19
"พังงา","สพม.พังงาภูเก็ตระนอง","กะปง",2
"พังงา","สพม.พังงาภูเก็ตระนอง","คุระบุรี",2
"พังงา","สพม.พังงาภูเก็ตระนอง","ตะกั่วทุ่ง",6
"พังงา","สพม.พังงาภูเก็ตระนอง","ทับปุด",2
"พังงา","สพม.พังงาภูเก็ตระนอง","ท้ายเหมือง",6
"พังงา","สพม.พังงาภูเก็ตระนอง","เกาะยาว",2
"พังงา","สพม.พังงาภูเก็ตระนอง","เมืองพังงา",6
"พัทลุง","สพป.พัทลุง เขต 1","ควนขนุน",54
"พัทลุง","สพป.พัทลุง เขต 1","ป่าพะยอม",22
"พัทลุง","สพป.พัทลุง เขต 1","ศรีนครินทร์",17
"พัทลุง","สพป.พัทลุง เขต 1","ศรีบรรพต",14
"พัทลุง","สพป.พัทลุง เขต 1","เมืองพัทลุง",34
"พัทลุง","สพป.พัทลุง เขต 2","กงหรา",18
"พัทลุง","สพป.พัทลุง เขต 2","ตะโหมด",12
"พัทลุง","สพป.พัทลุง เขต 2","บางแก้ว",15
"พัทลุง","สพป.พัทลุง เขต 2","ปากพะยูน",36
